,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
1101,A5015,"['microtivity IL151 5mm Clear White LED w/Resistors (Pack of 30)', 'Uxcell a11102000ux0355 2N3906 General Purpose 3 Terminals PNP Transistors, 100 Piece', 'Uxcell a12081400ux0277 5 x Momentary SPST NO Green Cap Push Button Switch AC 6A/125V 3A/250V', 'Uxcell a12081700ux0241 ON/OFF Toggle Switch, 10 Piece, 12VDC 20 Amp, 12 mm Mounting Thread Diameter Black', 'TOOGOO(R) 10 Pcs AC 125V 6A Amps ON/ON 2 Position DPDT Toggle Switch', 'The Hillman Group 90398 1/4-20X1-1/4 MACH Screw', 'The Hillman Group 90293 10-32-Inch x 1/2-Inch Round Head Combo Machine Screw, 100-Pack']","The Hillman Group 180297 Pronged Tee Nut, 1/4 20, 100-Pack","[1399, 2028, 1852, 2490, 1419, 516, 517]",546,"['<a_223><b_240><c_206>', '<a_188><b_254><c_85>', '<a_31><b_137><c_47>', '<a_31><b_132><c_231>', '<a_31><b_224><c_59>', '<a_169><b_87><c_36>', '<a_169><b_87><c_11>']",<a_57><b_218><c_168>
1102,A5255,"['(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube)', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Pac-Kit by First Aid Only 12-080 BZK First Aid Antiseptic Towelette (Box of 25)', 'Transfer Pipette, 3.0ml Graduated, 5.0ml Capacity, Large Bulb, 155mm, Karter Scientific 206H3 (Pack of 100)', 'LulzBot Mini Desktop 3D Printer', 'Soyan 3D Pen for Arts and Crafts, 3D Molding, Sculpting and Doodling, Perfect Gift for Kids (Gray)', 'PURE Potassium Hydroxide Flakes - 2 LB (Caustic Potash Anhydrous KOH Dry)', 'Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Black', 'Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, White']",BuildTak BT30185 Spatula,"[2945, 133, 1903, 2659, 2207, 1641, 2748, 2853, 2854]",2361,"['<a_97><b_115><c_168>', '<a_142><b_151><c_72>', '<a_232><b_106><c_243>', '<a_106><b_41><c_98>', '<a_29><b_12><c_81>', '<a_29><b_37><c_247>', '<a_138><b_178><c_149>', '<a_126><b_216><c_1>', '<a_126><b_216><c_209>']",<a_147><b_163><c_106>
1103,A6083,"['3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS', '3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)', '3D Solutech Real Black 1.75mm Flexible 3D Printer Filament 2.2 LBS (1.0KG)', '3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2351, 1231, 2860, 2858, 2157, 2117, 2831, 2986, 2823, 1701]",2180,"['<a_126><b_132><c_18>', '<a_126><b_132><c_242>', '<a_200><b_180><c_111>', '<a_126><b_132><c_80>', '<a_126><b_132><c_0>', '<a_126><b_132><c_157>', '<a_126><b_132><c_127>', '<a_126><b_117><c_14>', '<a_126><b_117><c_9>', '<a_126><b_132><c_2>']",<a_200><b_180><c_38>
1104,A6147,"['3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA']","3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",[2935],2860,['<a_126><b_132><c_9>'],<a_200><b_180><c_111>
1105,A688,"['Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter', 'PAC Strapping SP-P-AMZ Plastic Strapping Kit, 3000\' Length x 1/2"" Wide, 300 Plastic Buckles & Tensioner Tool, Black', 'Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)', 'Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD', 'Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length","[63, 715, 68, 676, 726]",1437,"['<a_114><b_228><c_238>', '<a_37><b_41><c_156>', '<a_104><b_127><c_218>', '<a_163><b_252><c_50>', '<a_34><b_24><c_235>']",<a_37><b_198><c_247>
1106,A688,"['Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter', 'PAC Strapping SP-P-AMZ Plastic Strapping Kit, 3000\' Length x 1/2"" Wide, 300 Plastic Buckles & Tensioner Tool, Black', 'Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)', 'Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD', 'Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge', 'UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length']","UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length","[63, 715, 68, 676, 726, 1437]",1438,"['<a_114><b_228><c_238>', '<a_37><b_41><c_156>', '<a_104><b_127><c_218>', '<a_163><b_252><c_50>', '<a_34><b_24><c_235>', '<a_37><b_198><c_247>']",<a_94><b_205><c_62>
1107,A1126,"['Masione Temperature Gun Non-contact Digital Laser Infrared Ir Thermometer -58&deg;f to 716&deg;f (-50 ~ 380) Instant-read Handheld,battery Included', 'Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity']",Seek Thermal Compact Imager for iOS-Apple,"[150, 713]",1158,"['<a_201><b_44><c_23>', '<a_229><b_34><c_110>']",<a_218><b_58><c_228>
1108,A1146,"['Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity', 'Powerblanket PBL20 Gas Cylinder Heater (Propane), 20 lb, Charcoal Gray', 'Kimtech 33330 W4 Critical Task Wipers, Flat Double Bag, 12x12, White, 100 per Pack (Case of 5 Packs)', '3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)']","Sika Corporation 106711 Self Leveling Sealant, 29-Ounce, Gray","[713, 2306, 1729, 1688]",1633,"['<a_229><b_34><c_110>', '<a_65><b_139><c_73>', '<a_87><b_215><c_76>', '<a_29><b_240><c_93>']",<a_97><b_122><c_139>
1109,A1233,"[""Sportsman Series TOW14 14' Utility Chain"", 'Stainless Steel 316/316L Pipe Fitting, Nipple, Schedule 40, Seamless, 1"" X 5-1/2"" NPT Male by Merit Brass', 'Accessbuy 180-Piece Rubber Grommet Shop Assortment', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'Covidien 6818 Webcol Alcohol Prep, Sterile, Medium, 2-Ply (Pack of 200)', 'BCQLI 30Pcs 2P CH2 Quick Connector Cable Clamp Terminal Block Spring Connector Wire LED Strip Light Wire Connecting', 'Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black', 'Industrial & Scientific"" />', 'Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack', 'Industrial Test Systems WaterWorks 481108 Total Hardness Test Strip, 3 Second Test Time, 0-1000ppm Range (Pack of 30)']",Pro Magnets Neodymium Round Base Magnet with 20mm Mounting Screws (3-Pieces),"[757, 2282, 1016, 586, 590, 1908, 238, 1135, 127, 614]",2378,"['<a_246><b_90><c_120>', '<a_28><b_20><c_3>', '<a_34><b_133><c_26>', '<a_233><b_231><c_131>', '<a_232><b_11><c_236>', '<a_86><b_100><c_93>', '<a_142><b_151><c_66>', '<a_215><b_4><c_149>', '<a_229><b_184><c_64>', '<a_199><b_91><c_40>']",<a_255><b_84><c_50>
1110,A1659,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear']",DuPont Teflon Non-Stick,"[505, 712]",113,"['<a_224><b_11><c_3>', '<a_140><b_173><c_63>']",<a_141><b_81><c_133>
1111,A1659,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear', 'DuPont Teflon Non-Stick']",DuPont Teflon Silicone Lubricant,"[505, 712, 113]",114,"['<a_224><b_11><c_3>', '<a_140><b_173><c_63>', '<a_141><b_81><c_133>']",<a_97><b_183><c_0>
1112,A1944,"['Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT']","X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10', Rectangular, Black",[1747],1625,['<a_2><b_29><c_126>'],<a_15><b_117><c_138>
1113,A1944,"['Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT', 'X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10\', Rectangular, Black']",GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65,"[1747, 1625]",361,"['<a_2><b_29><c_126>', '<a_15><b_117><c_138>']",<a_80><b_123><c_35>
1114,A2173,"['E Support 50Pack Yellow Heat Shrink Butt Wire Electrical Crimp Terminal Connector 10-12 AWG Gauge', 'Industrial & Scientific"" />', 'Ginsco 108pcs Insulated Heat Shrink Waterproof Butt Connectors Wire electrical 14-16 AWG Kit Blue', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'Ginsco 100pcs Insulated Heat Shrink Waterproof Butt Connectors Wire electrical 10-22 AWG Kit', 'Uxcell s14032800am0476 Red Mushroom Cap 1NO 1NC DPST Emergency Stop Push Button Switch AC 660V 10A']",Small Hairpin Cotter Pin Shop Assortment - 150 Pc,"[2287, 84, 2288, 104, 1259, 2641]",2346,"['<a_44><b_50><c_82>', '<a_163><b_153><c_37>', '<a_44><b_50><c_105>', '<a_15><b_224><c_209>', '<a_44><b_210><c_76>', '<a_31><b_81><c_227>']",<a_19><b_194><c_213>
1115,A2359,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm', 'LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery', 'ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module']","3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear","[75, 1690, 1949, 2185]",781,"['<a_163><b_108><c_200>', '<a_93><b_78><c_249>', '<a_188><b_255><c_152>', '<a_154><b_78><c_192>']",<a_47><b_35><c_60>
1116,A2359,"['Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm', 'LHI XT-60 XT60 Male Female Bullet Connectors Plugs for RC Lipo Battery', 'ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module', '3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear']","HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood","[75, 1690, 1949, 2185, 781]",2459,"['<a_163><b_108><c_200>', '<a_93><b_78><c_249>', '<a_188><b_255><c_152>', '<a_154><b_78><c_192>', '<a_47><b_35><c_60>']",<a_126><b_121><c_157>
1117,A2418,"['ROBO 3D PLA 3D Printer Filament, 1 kg Spool, 1.75mm, 0.05mm, Green', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX 2 Spool 3D Printer Filament Tabletop Wall Mount Rack', 'Antique Bronze Metallic PLA - 3D Printing Filament (1.75mm 0.5 kg) Made in the USA', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Pink', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood', 'eSUN 1.75mm Black PLA 3D Printer filament 1kg Spool (2.2lbs), Black', 'BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)']",Inland 1.75mm Translucent Magenta PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),"[2866, 75, 1938, 2228, 1640, 1691, 1252, 2459, 1983, 2189]",2832,"['<a_200><b_121><c_187>', '<a_163><b_108><c_200>', '<a_126><b_27><c_235>', '<a_135><b_75><c_7>', '<a_95><b_58><c_5>', '<a_126><b_70><c_16>', '<a_126><b_70><c_212>', '<a_126><b_121><c_157>', '<a_200><b_251><c_117>', '<a_139><b_68><c_98>']",<a_200><b_113><c_160>
1118,A2612,"['White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[79, 80]",154,"['<a_120><b_59><c_86>', '<a_120><b_59><c_43>']",<a_142><b_169><c_0>
1119,A2612,"['White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[79, 80, 154]",154,"['<a_120><b_59><c_86>', '<a_120><b_59><c_43>', '<a_142><b_169><c_0>']",<a_142><b_169><c_0>
1120,A2612,"['White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[79, 80, 154, 154]",155,"['<a_120><b_59><c_86>', '<a_120><b_59><c_43>', '<a_142><b_169><c_0>', '<a_142><b_169><c_0>']",<a_142><b_169><c_0>
1121,A2810,"['110 Copper Round Rod, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 0.25"" Diameter, 24"" Length', '304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.625"" Diameter, 60"" Length', '304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.3125"" Diameter, 48"" Length', 'Hot Max 27050 Tap Magic Cutting Fluid, 4 oz.', 'ATD Tools 350 555-Piece Cotter Pin Assortment']","Singed Polyester Felt Filter Bag 1 Micron Size #1 7""x16","[105, 880, 882, 65, 807]",2337,"['<a_121><b_178><c_184>', '<a_121><b_18><c_239>', '<a_121><b_18><c_199>', '<a_64><b_52><c_231>', '<a_34><b_36><c_155>']",<a_244><b_30><c_184>
1122,A2860,"['Watts SVIG10 Pre-Cut 1/2-Inch Diameter by 3/8-Inch Clear Vinyl Tubing, 10-Foot Length', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'C-Clear 44 Lens Cleaning Cleaner Solution, 1 Gallon Capacity', 'CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle']","Loctite 234796-6 Super Glue Liquid, 10g Longneck Bottles (Case of 6)","[652, 245, 245, 2648, 1649]",1577,"['<a_120><b_178><c_2>', '<a_79><b_99><c_58>', '<a_79><b_99><c_58>', '<a_64><b_218><c_129>', '<a_64><b_218><c_130>']",<a_140><b_143><c_240>
1123,A3064,"['Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current', 'Hot Max 26182 Mandrel and Cut Off Wheel Kit, 1/4-Inch Arbors', 'SummitLink 410 Pcs Assorted Heat Shrink Tubing Wrap Sleeve Set Combo Tube 5 Colors 10 Sizes', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Hilitchi 100pcs 12-10 Gauge Butt Insulated Splice Terminals Electrical Wire Crimp Connectors (Yellow / 12-10AWG)']","Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100","[267, 1005, 396, 133, 2572]",812,"['<a_27><b_234><c_20>', '<a_40><b_189><c_178>', '<a_55><b_152><c_26>', '<a_142><b_151><c_72>', '<a_44><b_54><c_150>']",<a_165><b_38><c_180>
1124,A3083,"['Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black', '#1 Best Quality Zinc Self Drilling Drywall Anchors with Screws Kit, 100 Pieces All Together', 'Krazy Glue KG517 Purpose Super Glue, Precision Tip, 2 Grams, 2 Count, 1', 'Rubbermaid Commercial FG264600BLA Tandem Brute Trash Dolly']","Super Glue 15187 Super Glue, 12-Pack","[927, 1853, 500, 1714]",165,"['<a_15><b_195><c_17>', '<a_169><b_95><c_126>', '<a_140><b_153><c_82>', '<a_79><b_255><c_239>']",<a_140><b_153><c_43>
1125,A3301,"['SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150', 'Dremel SM520c 3-Inch Masonry Cut-Off Wheel, 3-Pack', 'Vktech 280Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size (5 Color)', 'Uxcell a14041500ux1277 10Pairs Black Red 13cm JST SM 2Pins Jack Male to F (Pack of 20)', 'Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included']","Heavy Duty Insulation Piercing Test Clip, Fully Insulated Quick Piercing Test Clips Multimeter Test Probe Spring Load","[1089, 1090, 219, 737, 337]",1896,"['<a_14><b_45><c_111>', '<a_40><b_111><c_129>', '<a_55><b_152><c_145>', '<a_251><b_128><c_72>', '<a_80><b_206><c_93>']",<a_117><b_243><c_75>
1126,A5069,"['Install Bay Heat Shrink 1/8 Inch x 4 Feet', 'Install Bay Heat Shrink 3/16 Inch x 4 Feet', 'Install Bay 3M Heat Shrink Tubing 1/4 Inch 10G - 4 Feet', 'Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', 'JOSYOO 10pcs 7x9cm PCB Blank Circuit Board Prototype Paper Solder Circuit Panel', '2x 40pcs Female to Female 2.54mm 0.1 in Jumper Wires F/F (2x40pcs)', 'microtivity IL185 5mm Assorted Diffused LED w/ Resistors (5 Colors, Pack of 50)', 'STMicroelectronics L7805CV L7805 Positive Voltage Regulator ICs Output 5v TO-220 Package 1 Piece', 'PIXNOR 1/4W Resistor Kit 56 Values x 20pcs =1120pcs (1ohm-10Mohm) Metal Film Resistors Assortment', 'CO RODE 300 Pieces LED Diode, 5mm LED, 3mm LED Kit with Color White Red Blue Green Yellow (5 Colors)']","ACM Economy Wash Bottle, LDPE, Squeeze Bottle Medical Label Tattoo (500ml / 16oz / 1 Bottle)","[1023, 2429, 1024, 266, 2087, 2913, 2423, 2030, 2393, 3015]",1043,"['<a_55><b_92><c_6>', '<a_55><b_92><c_73>', '<a_55><b_92><c_3>', '<a_188><b_7><c_96>', '<a_188><b_37><c_212>', '<a_44><b_199><c_24>', '<a_223><b_10><c_134>', '<a_174><b_199><c_74>', '<a_223><b_118><c_37>', '<a_170><b_240><c_96>']",<a_39><b_143><c_104>
1127,A5532,"['Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel', 'Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel', 'Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'HICTOP 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.02mm', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, White', 'BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs)', 'The Hillman Group 180297 Pronged Tee Nut, 1/4 20, 100-Pack', 'HICTOP 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.02mm', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Sliver', 'HICTOP 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot Medel I3 3D Printer Extruder Hot End Heating Block']","100 3/8"" Inch Chrome Steel Bearing Balls G25","[2577, 2193, 2374, 1777, 2195, 1395, 546, 1778, 2204, 2369]",1978,"['<a_139><b_250><c_141>', '<a_93><b_86><c_189>', '<a_200><b_54><c_247>', '<a_200><b_251><c_187>', '<a_126><b_171><c_160>', '<a_81><b_17><c_197>', '<a_57><b_218><c_168>', '<a_95><b_121><c_157>', '<a_126><b_171><c_86>', '<a_110><b_160><c_135>']",<a_238><b_47><c_37>
1128,A6220,"['Uxcell CP2102 USB 2.0 to UART TTL 6PIN Module Serial Converter Adapter', 'STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces', 'Addicore 74HC595 8-bit Shift Register w/ 3-State Output Registers (5pcs)', 'Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket', 'eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black']",Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks,"[2045, 1275, 2301, 1748, 2166]",1879,"['<a_212><b_240><c_249>', '<a_174><b_230><c_233>', '<a_89><b_12><c_41>', '<a_188><b_110><c_250>', '<a_95><b_171><c_210>']",<a_188><b_34><c_247>
1129,A982,"['Fluke TL71 Premium Test Lead Set, Right Angle', 'Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current', 'Fluke TP1 Slim-Reach Flat Blade Test Probe with Stainless Steel Tip, 1000V Voltage, 10A Current', 'Anderson Metals Brass Garden Hose Swivel Fitting, Connector, 1/2"" Barb x 3/4"" Female Hose']",Pair of 100MHz Oscilloscope Clip Probe for Tektronix HP Scope Test Leads Kit,"[744, 267, 267, 519]",1912,"['<a_27><b_138><c_69>', '<a_27><b_234><c_20>', '<a_27><b_234><c_20>', '<a_2><b_173><c_116>']",<a_117><b_63><c_9>
1130,A1207,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100']",Arctic Silver 5 AS5-3.5G Thermal Paste,[1097],586,['<a_132><b_39><c_35>'],<a_233><b_231><c_131>
1131,A1207,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100', 'Arctic Silver 5 AS5-3.5G Thermal Paste']",SE TL10 10-Piece Test Lead Set with Alligator Clips,"[1097, 586]",285,"['<a_132><b_39><c_35>', '<a_233><b_231><c_131>']",<a_117><b_244><c_93>
1132,A1207,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'SE TL10 10-Piece Test Lead Set with Alligator Clips']",Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,"[1097, 586, 285]",75,"['<a_132><b_39><c_35>', '<a_233><b_231><c_131>', '<a_117><b_244><c_93>']",<a_163><b_108><c_200>
1133,A1207,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'SE TL10 10-Piece Test Lead Set with Alligator Clips', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion']","Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applications, 4-3/4"" Length","[1097, 586, 285, 75]",2211,"['<a_132><b_39><c_35>', '<a_233><b_231><c_131>', '<a_117><b_244><c_93>', '<a_163><b_108><c_200>']",<a_164><b_217><c_6>
1134,A1207,"['Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100', 'Arctic Silver 5 AS5-3.5G Thermal Paste', 'SE TL10 10-Piece Test Lead Set with Alligator Clips', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applications, 4-3/4"" Length']","Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length","[1097, 586, 285, 75, 2211]",1237,"['<a_132><b_39><c_35>', '<a_233><b_231><c_131>', '<a_117><b_244><c_93>', '<a_163><b_108><c_200>', '<a_164><b_217><c_6>']",<a_164><b_217><c_18>
